id_order,order_date,id_customer,id_branch
9751,28/2/2023,104,17339-169625
9752,28/2/2023,200,49285-267764
9753,28/2/2023,271,54043-286297
9754,28/2/2023,191,25508-241152
9755,28/2/2023,266,52818-283107
9756,28/2/2023,32,21907-216326
9757,28/2/2023,48,57077-291086
9758,28/2/2023,16,57077-291086
9759,28/2/2023,33,56487-290438
9760,28/2/2023,275,49375-268164
9761,28/2/2023,389,22328-202165
9762,28/2/2023,168,21813-215327
9763,28/2/2023,115,26227-243904
9764,28/2/2023,495,20060-202665
9765,28/2/2023,80,16147-153305
9766,28/2/2023,213,63956-298657
9767,28/2/2023,62,61996-296502
9768,28/2/2023,316,53627-282789
9769,28/2/2023,296,57188-291257
9770,28/2/2023,296,25570-241248
9771,28/2/2023,181,25679-241664
9772,28/2/2023,240,62089-296668
9773,28/2/2023,272,32293-135684
9774,28/2/2023,321,30916-102880
9775,28/2/2023,79,59295-293528
9776,28/2/2023,441,47521-249024
9777,28/2/2023,246,26558-244424
9778,28/2/2023,120,52818-283107
9779,28/2/2023,385,25508-241152
9780,28/2/2023,226,33737-87883
9781,28/2/2023,394,33714-23207
9782,28/2/2023,79,54589-286835
9783,28/2/2023,7,17339-169625
9784,28/2/2023,184,30942-103786
9785,28/2/2023,469,19218-294354
9786,28/2/2023,245,56031-289921
9787,28/2/2023,192,64890-299121
9788,28/2/2023,4,60549-294852
9789,28/2/2023,99,27193-246870
9790,28/2/2023,417,52772-282791
9791,28/2/2023,138,63049-297673
9792,28/2/2023,415,1526-135685
9793,28/2/2023,10,20662-207465
9794,28/2/2023,433,33750-296321
9795,28/2/2023,328,20060-202665
9796,28/2/2023,456,54589-286835
9797,28/2/2023,44,56131-290068
9798,28/2/2023,477,26559-244388
9799,28/2/2023,286,26661-239307
9800,28/2/2023,368,33753-97640
9801,28/2/2023,280,30773-96577
9802,28/2/2023,259,24264-236806
9803,28/2/2023,133,49620-270144
9804,28/2/2023,378,33710-13646
9805,28/2/2023,396,58485-292697
9806,28/2/2023,86,31445-107044
9807,28/2/2023,387,33715-29356
9808,28/2/2023,80,58396-292575
9809,28/2/2023,365,49620-270144
9810,28/2/2023,439,53532-285712
9811,28/2/2023,367,27571-239306
9812,28/2/2023,299,32356-152026
9813,28/2/2023,32,33710-13646
9814,28/2/2023,123,50062-272467
9815,28/2/2023,310,31878-124152
9816,28/2/2023,141,26019-243024
9817,28/2/2023,494,54311-286586
9818,28/2/2023,150,29995-256329
9819,28/2/2023,103,49374-267968
9820,28/2/2023,75,33706-290534
9821,28/2/2023,347,58485-292697
9822,28/2/2023,292,32359-136499
9823,28/2/2023,109,60865-295235
9824,28/2/2023,162,56487-290438
9825,28/2/2023,400,1488-142949
9826,28/2/2023,382,52819-283106
9827,28/2/2023,280,50912-276628
9828,28/2/2023,432,33752-97121
9829,28/2/2023,60,19175-188465
9830,28/2/2023,457,33740-256334
9831,28/2/2023,87,20366-205085
9832,28/2/2023,317,20367-205084
9833,28/2/2023,495,61174-295560
9834,28/2/2023,118,62894-297464
9835,28/2/2023,473,33705-12083
9836,28/2/2023,169,29561-254287
9837,28/2/2023,129,23182-228364
9838,28/2/2023,207,62544-297025
9839,28/2/2023,235,30714-101101
9840,28/2/2023,476,30703-98237
9841,28/2/2023,491,33723-58139
9842,28/2/2023,284,53427-285587
9843,28/2/2023,457,31579-113088
9844,28/2/2023,127,30791-102083
9845,28/2/2023,22,52819-283106
9846,28/2/2023,211,54791-288503
9847,28/2/2023,93,12984-155644
9848,28/2/2023,388,31878-124152
9849,28/2/2023,374,30941-103081
9850,28/2/2023,377,27916-248931
9851,28/2/2023,359,20060-202665
9852,28/2/2023,269,21813-215327
9853,28/2/2023,75,57222-291280
9854,28/2/2023,255,57226-291279
9855,28/2/2023,137,50101-272644
9856,28/2/2023,113,54792-288504
9857,28/2/2023,391,33738-107023
9858,28/2/2023,484,54589-286835
9859,28/2/2023,105,21813-215327
9860,28/2/2023,500,61529-296030
9861,28/2/2023,212,59638-293877
9862,28/2/2023,174,27326-247165
9863,28/2/2023,104,33741-253264
9864,28/2/2023,212,48465-263245
9865,28/2/2023,111,58813-293078
9866,28/2/2023,37,1473-136503
9867,28/2/2023,286,54792-288504
9868,28/2/2023,134,59841-293990
9869,28/2/2023,2,61303-295737
9870,28/2/2023,10,53249-284046
9871,28/2/2023,449,57226-291279
9872,28/2/2023,350,33709-15178
9873,28/2/2023,251,66085-300541
9874,28/2/2023,392,33717-30504
9875,28/2/2023,127,32095-301952
9876,28/2/2023,171,49880-271224
9877,28/2/2023,326,24447-237864
9878,28/2/2023,318,49620-270144
9879,28/2/2023,315,54072-286315
9880,28/2/2023,499,52316-281066
9881,28/2/2023,12,16681-168584
9882,28/2/2023,190,33714-23207
9883,28/2/2023,482,49440-268886
9884,28/2/2023,63,33749-96437
9885,28/2/2023,418,24264-236806
9886,28/2/2023,295,57220-291274
9887,28/2/2023,438,17339-169625
9888,28/2/2023,467,54043-286297
9889,28/2/2023,398,30916-102880
9890,28/2/2023,499,33705-12083
9891,28/2/2023,304,58813-293078
9892,28/2/2023,148,9198-152606
9893,28/2/2023,349,53428-285588
9894,28/2/2023,262,21406-211888
9895,28/2/2023,41,49880-271224
9896,28/2/2023,497,22334-218964
9897,28/2/2023,96,32356-152026
9898,28/2/2023,139,19971-188453
9899,28/2/2023,141,63210-297843
9900,28/2/2023,350,19182-188449
9901,28/2/2023,85,48634-259668
9902,28/2/2023,196,33753-97640
9903,28/2/2023,373,33729-79003
9904,28/2/2023,454,33750-296321
9905,28/2/2023,374,18782-188447
9906,28/2/2023,70,52794-283109
9907,28/2/2023,109,18776-195209
9908,28/2/2023,215,53429-285589
9909,28/2/2023,335,29041-252084
9910,28/2/2023,478,29166-252506
9911,28/2/2023,261,33738-107023
9912,28/2/2023,97,66147-300652
9913,28/2/2023,180,2037-136505
9914,28/2/2023,383,33730-78939
9915,28/2/2023,36,33710-13646
9916,28/2/2023,359,58522-292723
9917,28/2/2023,381,60170-294182
9918,28/2/2023,50,56638-290536
9919,28/2/2023,32,3152-136561
9920,28/2/2023,240,29995-256329
9921,28/2/2023,354,21262-204773
9922,28/2/2023,190,25169-239488
9923,28/2/2023,83,20890-188466
9924,28/2/2023,218,33743-95068
9925,28/2/2023,126,55429-289299
9926,28/2/2023,109,20815-207466
9927,28/2/2023,67,27192-246869
9928,28/2/2023,255,33726-68941
9929,28/2/2023,466,23817-233151
