id_order,order_date,id_customer,id_branch
9651,28/2/2023,226,63201-297842
9652,28/2/2023,453,56020-289543
9653,28/2/2023,150,51613-278946
9654,28/2/2023,109,30768-100362
9655,28/2/2023,153,13180-154211
9656,28/2/2023,477,19218-294354
9657,28/2/2023,311,29925-255985
9658,28/2/2023,63,29041-252084
9659,28/2/2023,475,28737-250875
9660,28/2/2023,17,19711-188452
9661,28/2/2023,40,33750-296321
9662,28/2/2023,111,16147-153305
9663,28/2/2023,152,24447-237864
9664,28/2/2023,373,50912-276628
9665,28/2/2023,55,33722-290042
9666,28/2/2023,298,18525-188425
9667,28/2/2023,425,33741-253264
9668,28/2/2023,121,54072-286315
9669,28/2/2023,178,33731-80440
9670,28/2/2023,105,31071-103785
9671,28/2/2023,489,54790-288505
9672,28/2/2023,122,55668-289580
9673,28/2/2023,291,29041-252084
9674,28/2/2023,472,48161-259669
9675,28/2/2023,486,24081-232246
9676,28/2/2023,221,15170-158244
9677,28/2/2023,73,49376-268165
9678,28/2/2023,40,21813-215327
9679,28/2/2023,192,33721-44759
9680,28/2/2023,378,59841-293990
9681,28/2/2023,209,57078-291087
9682,28/2/2023,499,52817-283108
9683,28/2/2023,402,56130-290067
9684,28/2/2023,470,13058-155768
9685,28/2/2023,159,56422-290314
9686,28/2/2023,182,56493-290439
9687,28/2/2023,383,57220-291274
9688,28/2/2023,23,48634-259668
9689,28/2/2023,169,62089-296668
9690,28/2/2023,445,30768-100362
9691,28/2/2023,429,55682-289581
9692,28/2/2023,133,55426-289298
9693,28/2/2023,299,54589-286835
9694,28/2/2023,258,61916-296425
9695,28/2/2023,217,30916-102880
9696,28/2/2023,68,63049-297673
9697,28/2/2023,95,33741-253264
9698,28/2/2023,151,22405-214064
9699,28/2/2023,238,31556-115744
9700,28/2/2023,300,66848-301496
9701,28/2/2023,496,21406-211888
9702,28/2/2023,472,1488-142949
9703,28/2/2023,222,58396-292575
9704,28/2/2023,50,19711-188452
9705,28/2/2023,430,51674-278924
9706,28/2/2023,26,15495-157924
9707,28/2/2023,471,48536-263584
9708,28/2/2023,102,51671-278945
9709,28/2/2023,277,17707-182486
9710,28/2/2023,3,59295-293528
9711,28/2/2023,185,53429-285589
9712,28/2/2023,444,33758-99602
9713,28/2/2023,313,51675-278965
9714,28/2/2023,209,54791-288503
9715,28/2/2023,194,33721-44759
9716,28/2/2023,387,58396-292575
9717,28/2/2023,412,16866-169626
9718,28/2/2023,326,33704-289295
9719,28/2/2023,308,33759-97834
9720,28/2/2023,141,29615-254364
9721,28/2/2023,199,1477-140950
9722,28/2/2023,489,17561-183072
9723,28/2/2023,69,52794-283109
9724,28/2/2023,177,21878-215724
9725,28/2/2023,4,25740-242173
9726,28/2/2023,114,33750-296321
9727,28/2/2023,66,30818-102733
9728,28/2/2023,175,58668-292929
9729,28/2/2023,314,23818-233150
9730,28/2/2023,17,57876-292010
9731,28/2/2023,226,51675-278965
9732,28/2/2023,65,33755-99308
9733,28/2/2023,422,50564-275104
9734,28/2/2023,177,58522-292723
9735,28/2/2023,489,21903-216325
9736,28/2/2023,453,52792-282946
9737,28/2/2023,314,19971-188453
9738,28/2/2023,469,58813-293078
9739,28/2/2023,167,28840-251144
9740,28/2/2023,317,28737-250875
9741,28/2/2023,210,31556-115744
9742,28/2/2023,392,53427-285587
9743,28/2/2023,391,52772-282791
9744,28/2/2023,443,18782-188447
9745,28/2/2023,13,33726-68941
9746,28/2/2023,69,30768-100362
9747,28/2/2023,48,16540-168264
9748,28/2/2023,37,16866-169626
9749,28/2/2023,12,55578-289323
9750,28/2/2023,123,57078-291087
9751,28/2/2023,225,48285-262144
9752,28/2/2023,200,1526-135685
9753,28/2/2023,293,56616-290396
9754,28/2/2023,8,58522-292723
9755,28/2/2023,316,31879-121687
9756,28/2/2023,454,49880-271224
9757,28/2/2023,430,33740-256334
9758,28/2/2023,272,30818-102733
9759,28/2/2023,81,58485-292697
9760,28/2/2023,460,21807-215328
9761,28/2/2023,153,51613-278946
9762,28/2/2023,300,57220-291274
9763,28/2/2023,34,49376-268165
9764,28/2/2023,384,66543-301122
9765,28/2/2023,62,20890-188466
9766,28/2/2023,61,48536-263584
9767,28/2/2023,56,25152-239944
9768,28/2/2023,233,61996-296502
9769,28/2/2023,331,30714-101101
9770,28/2/2023,353,61529-296030
9771,28/2/2023,470,23396-229764
9772,28/2/2023,484,60865-295235
9773,28/2/2023,258,18229-181873
9774,28/2/2023,461,59043-293243
9775,28/2/2023,445,26228-243927
9776,28/2/2023,78,20069-202164
9777,28/2/2023,250,16540-168264
9778,28/2/2023,77,25508-241152
9779,28/2/2023,363,25570-241248
9780,28/2/2023,233,25905-242705
9781,28/2/2023,374,49018-266307
9782,28/2/2023,189,32102-130344
9783,28/2/2023,155,29925-255985
9784,28/2/2023,486,54791-288503
9785,28/2/2023,38,52817-283108
9786,28/2/2023,493,17012-169624
9787,28/2/2023,324,63956-298657
9788,28/2/2023,437,15289-156384
9789,28/2/2023,447,63132-297747
9790,28/2/2023,23,30726-101017
9791,28/2/2023,134,54311-286586
9792,28/2/2023,395,51671-278945
9793,28/2/2023,311,33761-285878
9794,28/2/2023,201,59557-293767
9795,28/2/2023,435,51613-278946
9796,28/2/2023,361,33716-33481
9797,28/2/2023,79,33734-83811
9798,28/2/2023,145,66848-301496
9799,28/2/2023,256,31109-103519
9800,28/2/2023,358,28738-250876
9801,28/2/2023,37,17595-183724
9802,28/2/2023,69,58396-292575
9803,28/2/2023,500,20662-207465
9804,28/2/2023,62,16866-169626
9805,28/2/2023,490,59295-293528
