id_order,order_date,id_customer,id_branch
7001,8/2/2023,195,49285-267764
7002,15/2/2023,17,57226-291279
7003,24/2/2023,51,58813-293078
7004,16/2/2023,145,33759-97834
7005,18/2/2023,302,54150-286388
7006,19/2/2023,8,57227-291278
7007,10/2/2023,411,25905-242705
7008,5/2/2023,263,60389-294635
7009,8/2/2023,349,23817-233151
7010,27/2/2023,498,22405-214064
7011,4/2/2023,415,16496-171973
7012,11/2/2023,473,62607-297105
7013,20/2/2023,185,57223-291275
7014,6/2/2023,176,21832-215326
7015,26/2/2023,429,57557-291686
7016,16/2/2023,475,51675-278965
7017,21/2/2023,106,15337-156229
7018,8/2/2023,227,17707-182486
7019,1/2/2023,382,53428-285588
7020,10/2/2023,96,65657-300136
7021,10/2/2023,30,16496-171973
7022,16/2/2023,317,56943-290943
7023,7/2/2023,410,15220-158906
7024,18/2/2023,438,16866-169626
7025,25/2/2023,67,56366-290242
7026,23/2/2023,361,56487-290438
7027,2/2/2023,113,33734-83811
7028,24/2/2023,430,50912-276628
7029,5/2/2023,363,32359-136499
7030,1/2/2023,33,26228-243927
7031,9/2/2023,267,52316-281066
7032,14/2/2023,245,19175-188465
7033,23/2/2023,335,33741-253264
7034,6/2/2023,54,59638-293877
7035,11/2/2023,72,33743-95068
7036,9/2/2023,470,58395-292576
7037,11/2/2023,477,57078-291087
7038,1/2/2023,336,33755-99308
7039,21/2/2023,296,25152-239944
7040,22/2/2023,20,31108-104468
7041,8/2/2023,85,52792-282946
7042,12/2/2023,174,62894-297464
7043,10/2/2023,473,28839-251146
7044,13/2/2023,214,24447-237864
7045,26/2/2023,265,54073-286316
7046,21/2/2023,421,54791-288503
7047,6/2/2023,245,60865-295235
7048,25/2/2023,225,55668-289580
7049,20/2/2023,271,33753-97640
7050,15/2/2023,30,23396-229764
7051,15/2/2023,161,24147-236047
7052,24/2/2023,295,20367-205084
7053,24/2/2023,214,19218-294354
7054,19/2/2023,435,25740-242173
7055,11/2/2023,98,54791-288503
7056,19/2/2023,477,20815-207466
7057,24/2/2023,285,33741-253264
7058,13/2/2023,64,54043-286297
7059,4/2/2023,337,33723-58139
7060,6/2/2023,223,32095-301952
7061,2/2/2023,94,25679-241664
7062,2/2/2023,290,33763-98009
7063,3/2/2023,69,17561-183072
7064,13/2/2023,205,31627-114005
7065,3/2/2023,126,49880-271224
7066,8/2/2023,26,58485-292697
7067,7/2/2023,69,53795-286015
7068,12/2/2023,30,21907-216326
7069,16/2/2023,228,18432-188444
7070,23/2/2023,456,13058-155768
7071,13/2/2023,201,32197-132684
7072,23/2/2023,87,21832-215326
7073,7/2/2023,61,49018-266307
7074,20/2/2023,166,33723-58139
7075,8/2/2023,138,31909-124465
7076,16/2/2023,74,26231-243905
7077,4/2/2023,468,15170-158244
7078,15/2/2023,369,54300-286574
7079,3/2/2023,65,60453-294716
7080,26/2/2023,379,30818-102733
7081,12/2/2023,238,25152-239944
7082,26/2/2023,327,21832-215326
7083,13/2/2023,492,29995-256329
7084,9/2/2023,326,33728-152607
7085,10/2/2023,78,27424-247528
7086,12/2/2023,160,20890-188466
7087,15/2/2023,89,31110-102325
7088,8/2/2023,115,33709-15178
7089,13/2/2023,170,64890-299121
7090,3/2/2023,427,26661-239307
7091,4/2/2023,48,33742-95037
7092,16/2/2023,5,18776-195209
7093,23/2/2023,491,58669-292939
7094,8/2/2023,4,65471-299861
7095,8/2/2023,89,63956-298657
7096,9/2/2023,17,25508-241152
7097,10/2/2023,345,56961-290944
7098,13/2/2023,61,25905-242705
7099,17/2/2023,399,15170-158244
7100,6/2/2023,182,25741-242172
7101,27/2/2023,165,63198-297844
7102,24/2/2023,29,2046-141768
7103,6/2/2023,46,28738-250876
7104,9/2/2023,333,25741-242172
7105,13/2/2023,403,57784-291908
7106,6/2/2023,272,25679-241664
7107,13/2/2023,451,33708-197425
7108,1/2/2023,180,9198-152606
7109,12/2/2023,60,31004-102326
7110,4/2/2023,213,18046-188445
7111,24/2/2023,373,16540-168264
7112,8/2/2023,289,32038-129624
7113,13/2/2023,342,60170-294182
7114,13/2/2023,46,33752-97121
7115,13/2/2023,202,3154-296670
7116,14/2/2023,48,33758-99602
7117,20/2/2023,177,49881-270792
7118,23/2/2023,181,26228-243927
7119,14/2/2023,261,19971-188453
7120,2/2/2023,414,30773-96577
7121,5/2/2023,212,15337-156229
7122,10/2/2023,241,58371-292546
7123,7/2/2023,445,21631-213624
7124,10/2/2023,460,30916-102880
7125,9/2/2023,57,60549-294852
7126,9/2/2023,256,30726-101017
7127,25/2/2023,410,53627-282789
7128,15/2/2023,307,29925-255985
7129,24/2/2023,99,31109-103519
