id_order,order_date,id_customer,id_branch
3001,22/2/2023,294,50101-272644
3002,15/2/2023,445,25679-241664
3003,4/2/2023,27,48751-264825
3004,2/2/2023,470,33740-256334
3005,6/2/2023,78,59841-293990
3006,20/2/2023,102,66085-300541
3007,24/2/2023,181,19175-188465
3008,26/2/2023,379,26019-243024
3009,10/2/2023,116,53249-284046
3010,24/2/2023,59,63201-297842
3011,26/2/2023,457,47429-258009
3012,4/2/2023,50,54131-286391
3013,19/2/2023,15,51605-278707
3014,18/2/2023,125,23817-233151
3015,27/2/2023,253,55429-289299
3016,16/2/2023,91,33729-79003
3017,10/2/2023,152,29925-255985
3018,22/2/2023,480,55427-289297
3019,4/2/2023,291,24447-237864
3020,24/2/2023,187,18782-188447
3021,10/2/2023,139,33754-97972
3022,12/2/2023,344,25904-242706
3023,23/2/2023,242,28737-250875
3024,12/2/2023,343,30942-103786
3025,14/2/2023,30,33719-238366
3026,2/2/2023,141,53427-285587
3027,2/2/2023,175,25508-241152
3028,22/2/2023,39,54073-286316
3029,13/2/2023,203,31987-123584
3030,7/2/2023,215,25152-239944
3031,16/2/2023,244,33740-256334
3032,25/2/2023,213,16147-153305
3033,21/2/2023,47,61916-296425
3034,7/2/2023,207,19971-188453
3035,13/2/2023,304,15170-158244
3036,27/2/2023,107,13058-155768
3037,5/2/2023,405,63210-297843
3038,14/2/2023,393,32598-136501
3039,17/2/2023,74,33702-295613
3040,2/2/2023,104,33753-97640
3041,22/2/2023,368,51613-278946
3042,23/2/2023,271,52356-281373
3043,19/2/2023,50,31108-104468
3044,9/2/2023,106,49914-271624
3045,12/2/2023,90,56422-290314
3046,7/2/2023,468,48465-263245
3047,22/2/2023,378,52793-283105
3048,21/2/2023,494,54150-286388
3049,9/2/2023,266,31004-102326
3050,4/2/2023,129,17012-169624
3051,14/2/2023,388,60020-294298
3052,20/2/2023,238,28737-250875
3053,21/2/2023,372,30714-101101
3054,24/2/2023,194,17430-181871
3055,6/2/2023,449,49620-270144
3056,20/2/2023,437,47429-258009
3057,22/2/2023,160,66161-300650
3058,11/2/2023,146,18711-194484
3059,6/2/2023,382,65502-299926
3060,13/2/2023,282,63198-297844
3061,8/2/2023,442,53427-285587
3062,22/2/2023,262,31656-110434
3063,10/2/2023,386,31170-133731
3064,6/2/2023,43,33764-100862
3065,13/2/2023,347,2037-136505
3066,10/2/2023,190,51605-278707
3067,14/2/2023,385,33744-95479
3068,11/2/2023,178,33756-98549
3069,15/2/2023,73,65657-300136
3070,27/2/2023,382,51613-278946
3071,14/2/2023,280,49440-268886
3072,23/2/2023,297,63049-297673
3073,20/2/2023,379,32431-134825
3074,4/2/2023,412,56422-290314
3075,18/2/2023,3,32095-301952
3076,23/2/2023,248,60865-295235
3077,14/2/2023,397,26019-243024
3078,24/2/2023,158,24235-220827
3079,13/2/2023,439,32095-301952
3080,10/2/2023,239,2037-136505
3081,2/2/2023,440,61916-296425
3082,16/2/2023,441,30726-101017
3083,2/2/2023,390,50101-272644
3084,22/2/2023,456,21111-209424
3085,5/2/2023,326,32197-132684
3086,8/2/2023,191,32356-152026
3087,18/2/2023,198,30791-102083
3088,9/2/2023,358,50101-272644
3089,27/2/2023,318,56493-290439
3090,3/2/2023,175,49620-270144
3091,12/2/2023,53,32095-301952
3092,9/2/2023,462,61916-296425
3093,18/2/2023,402,53249-284046
3094,25/2/2023,148,57223-291275
3095,19/2/2023,304,26450-240784
3096,24/2/2023,435,33706-290534
3097,27/2/2023,315,47919-260264
3098,21/2/2023,177,65729-299194
3099,1/2/2023,479,33758-99602
3100,19/2/2023,268,56961-290944
3101,11/2/2023,114,17707-182486
3102,26/2/2023,180,59295-293528
3103,22/2/2023,116,51671-278945
3104,6/2/2023,485,26450-240784
3105,23/2/2023,141,31627-114005
3106,10/2/2023,169,26661-239307
3107,4/2/2023,43,22393-220684
3108,10/2/2023,434,32668-137246
3109,16/2/2023,158,33759-97834
3110,17/2/2023,488,22393-220684
3111,4/2/2023,22,61916-296425
3112,9/2/2023,215,50101-272644
3113,18/2/2023,275,63049-297673
3114,23/2/2023,319,1135-152684
3115,7/2/2023,269,59043-293243
3116,2/2/2023,487,49880-271224
3117,15/2/2023,106,49374-267968
3118,27/2/2023,285,49375-268164
3119,11/2/2023,494,21254-210349
3120,27/2/2023,217,27571-239306
3121,17/2/2023,398,58669-292939
3122,10/2/2023,103,20245-200745
3123,19/2/2023,122,49376-268165
3124,13/2/2023,144,24235-220827
3125,8/2/2023,134,20245-200745
3126,19/2/2023,165,65471-299861
3127,17/2/2023,44,33750-296321
3128,18/2/2023,178,58668-292929
3129,6/2/2023,20,33759-97834
3130,26/2/2023,307,20890-188466
3131,18/2/2023,386,13058-155768
3132,20/2/2023,189,61174-295560
3133,9/2/2023,77,25904-242706
3134,21/2/2023,485,30773-96577
3135,7/2/2023,380,30916-102880
3136,19/2/2023,328,33709-15178
3137,26/2/2023,378,57223-291275
3138,27/2/2023,422,1477-140950
3139,24/2/2023,12,1967-136510
3140,3/2/2023,232,21878-215724
3141,17/2/2023,445,50094-272708
3142,23/2/2023,4,26450-240784
3143,4/2/2023,246,25508-241152
3144,25/2/2023,211,26019-243024
3145,7/2/2023,417,57078-291087
3146,13/2/2023,147,32103-131326
3147,8/2/2023,271,19002-191244
3148,24/2/2023,18,51613-278946
3149,19/2/2023,33,50912-276628
3150,7/2/2023,470,33706-290534
3151,14/2/2023,36,25152-239944
3152,18/2/2023,415,18046-188445
3153,10/2/2023,400,20890-188466
3154,17/2/2023,125,33753-97640
3155,24/2/2023,156,65471-299861
3156,18/2/2023,460,56487-290438
3157,6/2/2023,369,53532-285712
3158,26/2/2023,242,32038-129624
3159,24/2/2023,14,26451-230784
3160,24/2/2023,496,56313-290069
3161,17/2/2023,147,23182-228364
3162,20/2/2023,313,51670-278944
3163,4/2/2023,240,3155-145084
3164,15/2/2023,161,52818-283107
3165,14/2/2023,407,48634-259668
3166,5/2/2023,191,32598-136501
3167,7/2/2023,42,50094-272708
3168,7/2/2023,61,33706-290534
3169,13/2/2023,322,25679-241664
3170,16/2/2023,173,48285-262144
3171,27/2/2023,244,30773-96577
3172,9/2/2023,32,24081-232246
3173,26/2/2023,127,63132-297747
3174,27/2/2023,319,25905-242705
3175,2/2/2023,35,55426-289298
3176,14/2/2023,287,59694-293962
3177,2/2/2023,372,61996-296502
3178,19/2/2023,94,18229-181873
3179,15/2/2023,133,1473-136503
3180,19/2/2023,278,32293-135684
3181,14/2/2023,46,56313-290069
3182,25/2/2023,148,47919-260264
3183,6/2/2023,430,16540-168264
3184,18/2/2023,202,27079-246487
3185,8/2/2023,77,31556-115744
3186,15/2/2023,461,32546-136497
3187,9/2/2023,496,22334-218964
3188,1/2/2023,209,59595-293827
3189,10/2/2023,253,53627-282789
3190,27/2/2023,224,53532-285712
3191,24/2/2023,368,47919-260264
3192,7/2/2023,79,63198-297844
3193,19/2/2023,80,29613-254365
3194,27/2/2023,415,29925-255985
3195,19/2/2023,57,29996-256330
3196,6/2/2023,301,1488-142949
3197,14/2/2023,137,55578-289323
3198,14/2/2023,495,65729-299194
3199,9/2/2023,400,57975-292126
3200,4/2/2023,199,57975-292126
3201,9/2/2023,276,33744-95479
3202,19/2/2023,233,31909-124465
3203,6/2/2023,423,33750-296321
3204,27/2/2023,299,25679-241664
3205,21/2/2023,18,58522-292723
3206,8/2/2023,282,25508-241152
3207,2/2/2023,410,33717-30504
3208,5/2/2023,416,21813-215327
3209,10/2/2023,239,33738-107023
3210,13/2/2023,86,53627-282789
3211,2/2/2023,412,33746-96051
3212,12/2/2023,203,23755-233148
3213,4/2/2023,370,33749-96437
3214,19/2/2023,219,33722-290042
3215,17/2/2023,149,33761-285878
3216,19/2/2023,228,49914-271624
3217,6/2/2023,488,24081-232246
3218,24/2/2023,230,29561-254287
3219,13/2/2023,474,27193-246870
3220,13/2/2023,99,33721-44759
3221,18/2/2023,495,1488-142949
3222,27/2/2023,266,26449-236807
3223,19/2/2023,115,18432-188444
3224,23/2/2023,9,8011-150274
3225,22/2/2023,381,25906-242707
3226,26/2/2023,440,16387-163825
3227,22/2/2023,69,55682-289581
3228,15/2/2023,382,60170-294182
