id_order,order_date,id_customer,id_branch
1001,7/2/2023,26,29166-252506
1002,26/2/2023,367,58395-292576
1003,4/2/2023,350,33709-15178
1004,20/2/2023,472,59595-293827
1005,20/2/2023,9,27079-246487
1006,7/2/2023,459,31627-114005
1007,27/2/2023,485,66161-300650
1008,26/2/2023,325,33704-289295
1009,6/2/2023,19,33728-152607
1010,18/2/2023,226,33731-80440
1011,1/2/2023,77,59638-293877
1012,23/2/2023,197,30791-102083
1013,1/2/2023,261,33721-44759
1014,4/2/2023,105,53064-281374
1015,5/2/2023,91,27193-246870
1016,3/2/2023,301,56130-290067
1017,10/2/2023,491,63198-297844
1018,22/2/2023,205,25741-242172
1019,27/2/2023,342,47429-258009
1020,12/2/2023,235,31987-123584
1021,25/2/2023,96,28840-251144
1022,23/2/2023,208,1959-143984
1023,11/2/2023,100,27424-247528
1024,13/2/2023,283,13180-154211
1025,3/2/2023,43,23817-233151
1026,6/2/2023,375,61303-295737
1027,19/2/2023,6,27571-239306
1028,11/2/2023,356,26661-239307
1029,18/2/2023,99,57221-291276
1030,3/2/2023,318,33758-99602
1031,27/2/2023,205,21907-216326
1032,19/2/2023,60,15170-158244
1033,1/2/2023,339,49880-271224
1034,20/2/2023,349,33719-238366
1035,23/2/2023,114,20245-200745
1036,1/2/2023,4,29995-256329
1037,3/2/2023,67,63049-297673
1038,14/2/2023,348,33756-98549
1039,5/2/2023,200,33715-29356
1040,23/2/2023,129,26450-240784
1041,21/2/2023,476,48733-264826
1042,1/2/2023,167,32103-131326
1043,23/2/2023,54,66848-301496
1044,11/2/2023,188,56638-290536
1045,3/2/2023,273,32598-136501
1046,21/2/2023,262,21813-215327
1047,12/2/2023,11,31445-107044
1048,19/2/2023,456,32359-136499
1049,11/2/2023,341,57222-291280
1050,2/2/2023,161,59557-293767
1051,12/2/2023,204,51674-278924
1052,10/2/2023,187,24235-220827
1053,20/2/2023,465,1477-140950
1054,24/2/2023,357,13180-154211
1055,26/2/2023,438,27326-247165
1056,3/2/2023,117,56131-290068
1057,8/2/2023,55,21432-211884
1058,17/2/2023,494,66085-300541
1059,15/2/2023,477,54073-286316
1060,8/2/2023,321,20815-207466
1061,20/2/2023,295,33740-256334
1062,14/2/2023,211,33731-80440
1063,17/2/2023,326,33730-78939
1064,6/2/2023,236,49018-266307
1065,3/2/2023,440,54790-288505
1066,17/2/2023,406,56020-289543
1067,8/2/2023,65,31587-117324
1068,24/2/2023,319,23396-229764
1069,26/2/2023,251,33705-12083
1070,6/2/2023,373,55668-289580
1071,25/2/2023,392,56943-290943
1072,17/2/2023,267,53249-284046
1073,1/2/2023,42,56313-290069
1074,25/2/2023,27,29041-252084
1075,18/2/2023,215,49375-268164
1076,14/2/2023,345,57226-291279
1077,6/2/2023,150,63210-297843
1078,14/2/2023,50,54589-286835
1079,15/2/2023,390,31170-133731
1080,20/2/2023,144,21432-211884
1081,26/2/2023,70,31107-104476
1082,3/2/2023,419,54131-286391
1083,6/2/2023,477,1488-142949
1084,15/2/2023,15,60453-294716
1085,16/2/2023,474,52818-283107
1086,24/2/2023,195,33754-97972
1087,14/2/2023,123,54043-286297
1088,15/2/2023,64,65502-299926
1089,21/2/2023,429,29996-256330
1090,17/2/2023,293,33730-78939
1091,1/2/2023,98,54073-286316
1092,19/2/2023,312,32022-129646
1093,2/2/2023,174,30818-102733
1094,7/2/2023,233,32293-135684
1095,6/2/2023,23,59557-293767
1096,7/2/2023,417,31108-104468
1097,3/2/2023,124,48751-264825
1098,23/2/2023,203,24235-220827
1099,17/2/2023,59,32356-152026
1100,12/2/2023,250,28840-251144
1101,22/2/2023,366,22393-220684
1102,23/2/2023,441,63198-297844
1103,26/2/2023,87,1488-142949
1104,20/2/2023,180,19971-188453
1105,19/2/2023,226,18432-188444
1106,12/2/2023,119,58148-292274
1107,20/2/2023,347,52819-283106
1108,2/2/2023,179,18775-255865
1109,14/2/2023,70,57227-291278
1110,7/2/2023,377,61174-295560
1111,1/2/2023,375,49440-268886
1112,12/2/2023,51,55601-289467
1113,14/2/2023,347,29996-256330
1114,10/2/2023,158,30916-102880
1115,3/2/2023,105,49617-269864
1116,23/2/2023,482,52819-283106
1117,16/2/2023,311,59638-293877
1118,22/2/2023,201,3152-136561
1119,13/2/2023,332,58669-292939
1120,10/2/2023,420,27192-246869
1121,18/2/2023,33,64890-299121
1122,10/2/2023,222,13058-155768
1123,6/2/2023,112,53795-286015
1124,2/2/2023,121,30941-103081
1125,18/2/2023,117,26559-244388
1126,25/2/2023,289,17561-183072
1127,26/2/2023,269,54311-286586
1128,26/2/2023,90,21432-211884
1129,3/2/2023,286,57226-291279
1130,16/2/2023,450,18782-188447
1131,17/2/2023,40,59557-293767
1132,22/2/2023,13,17595-183724
1133,22/2/2023,112,63210-297843
1134,20/2/2023,54,21262-204773
1135,24/2/2023,287,65471-299861
1136,15/2/2023,141,21254-210349
1137,3/2/2023,68,54073-286316
1138,24/2/2023,203,1477-140950
1139,23/2/2023,403,33734-83811
1140,10/2/2023,159,29561-254287
1141,16/2/2023,220,1477-140950
1142,27/2/2023,144,66543-301122
1143,19/2/2023,194,57222-291280
1144,15/2/2023,462,32022-129646
1145,19/2/2023,433,15170-158244
1146,1/2/2023,227,17012-169624
1147,13/2/2023,251,53795-286015
1148,18/2/2023,470,25904-242706
1149,8/2/2023,175,33749-96437
1150,26/2/2023,217,54150-286388
1151,15/2/2023,100,33706-290534
1152,10/2/2023,423,57221-291276
1153,5/2/2023,321,26559-244388
1154,8/2/2023,207,61303-295737
1155,26/2/2023,481,33755-99308
1156,15/2/2023,62,30818-102733
1157,7/2/2023,235,48285-262144
1158,20/2/2023,411,63132-297747
1159,22/2/2023,150,28737-250875
1160,10/2/2023,175,47429-258009
1161,22/2/2023,431,24234-234344
1162,9/2/2023,253,66147-300652
1163,4/2/2023,330,3155-145084
1164,5/2/2023,179,31819-120544
1165,1/2/2023,61,29616-254324
1166,13/2/2023,8,29925-255985
1167,12/2/2023,241,58485-292697
1168,13/2/2023,465,65657-300136
1169,23/2/2023,385,57784-291908
1170,21/2/2023,424,26228-243927
1171,24/2/2023,58,29166-252506
1172,16/2/2023,327,29615-254364
1173,15/2/2023,372,31987-123584
1174,22/2/2023,117,31819-120544
1175,26/2/2023,447,66147-300652
1176,6/2/2023,462,65471-299861
1177,15/2/2023,131,57223-291275
1178,24/2/2023,29,48161-259669
1179,12/2/2023,350,33713-146284
1180,1/2/2023,179,33763-98009
1181,17/2/2023,415,57220-291274
1182,11/2/2023,17,28737-250875
1183,4/2/2023,377,29996-256330
1184,1/2/2023,402,18775-255865
1185,13/2/2023,95,53532-285712
1186,3/2/2023,481,31556-115744
1187,10/2/2023,122,19711-188452
1188,10/2/2023,329,49617-269864
1189,5/2/2023,238,32103-131326
1190,10/2/2023,313,66147-300652
1191,7/2/2023,419,53064-281374
1192,9/2/2023,152,33710-13646
1193,11/2/2023,443,33710-13646
1194,12/2/2023,196,57077-291086
1195,3/2/2023,63,26228-243927
1196,11/2/2023,434,31110-102325
1197,11/2/2023,55,22334-218964
1198,25/2/2023,354,21254-210349
1199,11/2/2023,319,20069-202164
1200,21/2/2023,166,58396-292575
1201,4/2/2023,59,58395-292576
1202,12/2/2023,442,48733-264826
1203,22/2/2023,97,65729-299194
1204,10/2/2023,264,54589-286835
1205,12/2/2023,458,27326-247165
1206,13/2/2023,406,25905-242705
1207,24/2/2023,353,48239-254286
1208,19/2/2023,482,28839-251146
1209,5/2/2023,232,1488-142949
1210,12/2/2023,6,58668-292929
1211,16/2/2023,101,26231-243905
1212,16/2/2023,426,48239-254286
1213,15/2/2023,120,27571-239306
1214,2/2/2023,240,18432-188444
1215,19/2/2023,180,31107-104476
1216,14/2/2023,54,56616-290396
1217,7/2/2023,447,59557-293767
1218,10/2/2023,186,13058-155768
1219,25/2/2023,74,22334-218964
1220,23/2/2023,9,49018-266307
1221,12/2/2023,387,31820-123524
1222,9/2/2023,200,24146-235709
1223,6/2/2023,139,29996-256330
1224,10/2/2023,16,53383-285565
1225,3/2/2023,186,55426-289298
1226,5/2/2023,18,33713-146284
1227,8/2/2023,235,27326-247165
1228,18/2/2023,26,18294-188424
1229,14/2/2023,274,58813-293078
1230,27/2/2023,168,9198-152606
1231,13/2/2023,68,29925-255985
1232,21/2/2023,115,63956-298657
1233,6/2/2023,476,17012-169624
1234,19/2/2023,7,47915-260265
1235,3/2/2023,494,27192-246869
1236,4/2/2023,473,48465-263245
1237,23/2/2023,185,20060-202665
1238,26/2/2023,73,32038-129624
1239,2/2/2023,295,54589-286835
1240,14/2/2023,284,59638-293877
1241,27/2/2023,51,55668-289580
1242,16/2/2023,110,57975-292126
1243,12/2/2023,329,47919-260264
1244,1/2/2023,194,30768-100362
1245,4/2/2023,342,33746-96051
1246,7/2/2023,306,24234-234344
1247,15/2/2023,256,58485-292697
1248,14/2/2023,168,19002-191244
1249,20/2/2023,462,33761-285878
1250,12/2/2023,141,53428-285588
1251,25/2/2023,294,25570-241248
1252,3/2/2023,407,25904-242706
1253,6/2/2023,181,54043-286297
1254,12/2/2023,224,33744-95479
1255,20/2/2023,217,57557-291686
1256,14/2/2023,363,53428-285588
1257,6/2/2023,252,26019-243024
1258,6/2/2023,88,15337-156229
1259,8/2/2023,478,53795-286015
1260,25/2/2023,193,56638-290536
1261,13/2/2023,232,66543-301122
1262,6/2/2023,148,58371-292546
1263,19/2/2023,17,30726-101017
1264,15/2/2023,318,21808-215325
1265,6/2/2023,480,26661-239307
1266,5/2/2023,180,59595-293827
1267,7/2/2023,327,65657-300136
1268,11/2/2023,356,33706-290534
1269,26/2/2023,75,21903-216325
1270,27/2/2023,106,60020-294298
1271,3/2/2023,353,33759-97834
1272,15/2/2023,421,55684-289539
1273,7/2/2023,487,49914-271624
1274,9/2/2023,70,26227-243904
1275,15/2/2023,185,27192-246869
1276,24/2/2023,242,25152-239944
1277,10/2/2023,248,54309-286585
1278,13/2/2023,8,32668-137246
1279,10/2/2023,400,64890-299121
1280,11/2/2023,95,32095-301952
1281,27/2/2023,380,58668-292929
1282,13/2/2023,313,1959-143984
1283,3/2/2023,490,33715-29356
1284,5/2/2023,299,15495-157924
1285,21/2/2023,251,21254-210349
1286,9/2/2023,320,33756-98549
1287,15/2/2023,197,2037-136505
1288,1/2/2023,466,52794-283109
1289,4/2/2023,17,1488-142949
1290,6/2/2023,313,28840-251144
1291,22/2/2023,339,21878-215724
1292,23/2/2023,415,48239-254286
1293,17/2/2023,200,18684-188446
1294,13/2/2023,314,17012-169624
1295,27/2/2023,213,61303-295737
1296,8/2/2023,376,33717-30504
1297,26/2/2023,225,31579-113088
1298,8/2/2023,235,29993-256326
1299,3/2/2023,66,21111-209424
1300,14/2/2023,120,17430-181871
1301,10/2/2023,133,31108-104468
1302,22/2/2023,202,18229-181873
1303,23/2/2023,463,33742-95037
1304,8/2/2023,380,18711-194484
1305,16/2/2023,475,33723-58139
1306,1/2/2023,84,53064-281374
1307,20/2/2023,481,21807-215328
1308,26/2/2023,161,59638-293877
1309,13/2/2023,25,19971-188453
1310,1/2/2023,286,30919-103327
1311,22/2/2023,33,29996-256330
1312,4/2/2023,191,33719-238366
1313,16/2/2023,152,54150-286388
1314,10/2/2023,186,58522-292723
1315,15/2/2023,103,48161-259669
1316,27/2/2023,179,15610-163350
1317,27/2/2023,184,59595-293827
1318,12/2/2023,457,53397-285571
1319,14/2/2023,297,33727-76860
1320,2/2/2023,256,33707-256557
1321,8/2/2023,155,47915-260265
1322,20/2/2023,414,26231-243905
1323,7/2/2023,267,19711-188452
1324,12/2/2023,386,30941-103081
1325,20/2/2023,236,56422-290314
1326,22/2/2023,490,55426-289298
1327,19/2/2023,9,58396-292575
1328,11/2/2023,263,58813-293078
1329,19/2/2023,370,33716-33481
1330,8/2/2023,225,26764-245184
1331,7/2/2023,122,33742-95037
1332,17/2/2023,50,54073-286316
1333,13/2/2023,424,59788-294170
1334,5/2/2023,87,27424-247528
1335,17/2/2023,211,33738-107023
1336,27/2/2023,114,25152-239944
1337,4/2/2023,306,20366-205085
1338,10/2/2023,37,33746-96051
1339,24/2/2023,467,27192-246869
1340,8/2/2023,375,21406-211888
1341,23/2/2023,477,21907-216326
1342,15/2/2023,310,53795-286015
1343,21/2/2023,169,24235-220827
1344,9/2/2023,290,33758-99602
1345,3/2/2023,498,17339-169625
1346,13/2/2023,214,18294-188424
1347,6/2/2023,312,32095-301952
1348,17/2/2023,67,57876-292010
1349,23/2/2023,228,21832-215326
1350,22/2/2023,116,21813-215327
1351,3/2/2023,149,57223-291275
1352,8/2/2023,166,49620-270144
1353,4/2/2023,315,53795-286015
1354,23/2/2023,174,55682-289581
1355,14/2/2023,179,20815-207466
1356,24/2/2023,325,31110-102325
1357,19/2/2023,449,53383-285565
1358,11/2/2023,317,18776-195209
1359,9/2/2023,122,52356-281373
1360,1/2/2023,478,17430-181871
1361,4/2/2023,30,21878-215724
1362,23/2/2023,347,56638-290536
1363,8/2/2023,271,28840-251144
1364,22/2/2023,159,26019-243024
1365,2/2/2023,333,28839-251146
1366,15/2/2023,371,21807-215328
1367,20/2/2023,146,57975-292126
1368,22/2/2023,161,32095-301952
1369,22/2/2023,135,48285-262144
1370,26/2/2023,145,22137-218144
1371,10/2/2023,1,29995-256329
1372,22/2/2023,57,31820-123524
1373,13/2/2023,90,48465-263245
1374,11/2/2023,211,30726-101017
1375,4/2/2023,140,20890-188466
1376,16/2/2023,319,31108-104468
1377,16/2/2023,487,57226-291279
1378,22/2/2023,438,31110-102325
1379,20/2/2023,391,55426-289298
1380,26/2/2023,4,47919-260264
1381,17/2/2023,390,32430-133730
1382,18/2/2023,250,56020-289543
1383,16/2/2023,108,19971-188453
1384,9/2/2023,135,18684-188446
1385,18/2/2023,118,16387-163825
