id_order,order_date,id_customer,id_branch
9001,23/2/2023,275,20890-188466
9002,6/2/2023,110,47429-258009
9003,24/2/2023,385,30703-98237
9004,8/2/2023,121,33740-256334
9005,20/2/2023,341,29615-254364
9006,9/2/2023,89,33728-152607
9007,9/2/2023,122,23396-229764
9008,17/2/2023,85,22334-218964
9009,19/2/2023,63,16540-168264
9010,11/2/2023,14,54043-286297
9011,18/2/2023,348,52793-283105
9012,6/2/2023,301,15170-158244
9013,2/2/2023,433,58148-292274
9014,1/2/2023,158,19175-188465
9015,16/2/2023,384,28839-251146
9016,10/2/2023,123,57222-291280
9017,15/2/2023,278,30919-103327
9018,7/2/2023,281,24447-237864
9019,11/2/2023,288,31170-133731
9020,17/2/2023,433,30703-98237
9021,13/2/2023,31,47521-249024
9022,21/2/2023,131,31071-103785
9023,27/2/2023,371,24264-236806
9024,4/2/2023,261,66147-300652
9025,4/2/2023,100,1473-136503
9026,14/2/2023,372,26661-239307
9027,10/2/2023,456,52819-283106
9028,13/2/2023,22,1967-136510
9029,16/2/2023,366,50094-272708
9030,22/2/2023,391,32197-132684
9031,21/2/2023,492,49285-267764
9032,25/2/2023,290,18525-188425
9033,15/2/2023,97,33702-295613
9034,18/2/2023,196,22137-218144
9035,21/2/2023,201,58395-292576
9036,6/2/2023,317,56638-290536
9037,1/2/2023,215,55427-289297
9038,22/2/2023,95,1959-143984
9039,19/2/2023,196,25169-239488
9040,6/2/2023,349,65729-299194
9041,25/2/2023,465,33764-100862
9042,24/2/2023,42,21254-210349
9043,24/2/2023,331,29166-252506
9044,18/2/2023,472,26451-230784
9045,6/2/2023,236,22328-202165
9046,5/2/2023,248,61916-296425
9047,25/2/2023,80,52817-283108
9048,20/2/2023,162,33708-197425
9049,7/2/2023,494,16540-168264
9050,3/2/2023,285,58668-292929
9051,23/2/2023,371,33709-15178
9052,22/2/2023,436,26449-236807
9053,10/2/2023,93,33716-33481
9054,20/2/2023,296,16866-169626
9055,5/2/2023,127,22405-214064
9056,22/2/2023,50,18684-188446
9057,1/2/2023,276,52772-282791
9058,18/2/2023,65,58485-292697
9059,1/2/2023,320,33762-100218
9060,22/2/2023,164,8011-150274
9061,26/2/2023,271,21254-210349
9062,21/2/2023,406,60453-294716
9063,10/2/2023,68,62089-296668
9064,21/2/2023,491,49617-269864
9065,7/2/2023,476,53427-285587
9066,17/2/2023,455,19218-294354
9067,19/2/2023,19,22405-214064
9068,2/2/2023,367,49376-268165
9069,3/2/2023,432,16496-171973
9070,9/2/2023,160,59295-293528
9071,4/2/2023,87,52356-281373
9072,10/2/2023,236,33722-290042
9073,6/2/2023,154,6144-297244
9074,12/2/2023,467,49374-267968
9075,15/2/2023,103,31579-113088
9076,16/2/2023,103,2046-141768
9077,13/2/2023,43,29994-256184
9078,15/2/2023,443,54043-286297
9079,22/2/2023,260,49620-270144
9080,23/2/2023,87,21406-211888
9081,8/2/2023,227,31878-124152
9082,13/2/2023,297,57975-292126
9083,5/2/2023,374,58669-292939
9084,10/2/2023,366,56943-290943
9085,25/2/2023,157,33764-100862
9086,4/2/2023,122,13058-155768
9087,23/2/2023,234,30887-102551
9088,11/2/2023,194,20366-205085
9089,17/2/2023,457,26227-243904
9090,15/2/2023,461,17012-169624
9091,18/2/2023,289,57227-291278
9092,17/2/2023,336,63997-298702
9093,24/2/2023,145,33754-97972
9094,8/2/2023,398,62894-297464
9095,13/2/2023,49,33740-256334
9096,18/2/2023,141,57975-292126
9097,11/2/2023,322,20815-207466
9098,14/2/2023,45,33726-68941
9099,25/2/2023,429,65502-299926
9100,16/2/2023,306,30768-100362
9101,19/2/2023,230,30942-103786
9102,24/2/2023,411,19175-188465
9103,26/2/2023,252,33728-152607
9104,22/2/2023,409,1959-143984
9105,26/2/2023,149,25679-241664
9106,1/2/2023,429,24147-236047
9107,10/2/2023,174,33749-96437
9108,20/2/2023,381,2046-141768
9109,15/2/2023,435,66848-301496
9110,19/2/2023,199,56422-290314
9111,22/2/2023,280,31445-107044
9112,8/2/2023,17,31909-124465
9113,21/2/2023,396,22137-218144
9114,1/2/2023,3,52792-282946
9115,7/2/2023,421,57077-291086
9116,22/2/2023,188,47521-249024
9117,14/2/2023,19,18432-188444
9118,17/2/2023,140,20245-200745
9119,1/2/2023,420,31587-117324
9120,27/2/2023,35,50094-272708
9121,25/2/2023,290,32103-131326
9122,25/2/2023,96,25169-239488
9123,19/2/2023,301,30768-100362
9124,22/2/2023,128,65471-299861
9125,5/2/2023,271,47521-249024
9126,19/2/2023,211,23755-233148
9127,13/2/2023,364,24081-232246
9128,12/2/2023,178,51670-278944
9129,16/2/2023,435,52316-281066
9130,7/2/2023,363,50912-276628
9131,14/2/2023,475,22328-202165
9132,14/2/2023,418,33759-97834
9133,9/2/2023,370,33740-256334
9134,12/2/2023,214,55578-289323
9135,21/2/2023,232,18775-255865
9136,6/2/2023,179,59595-293827
9137,2/2/2023,242,54150-286388
9138,23/2/2023,267,15220-158906
9139,3/2/2023,356,19218-294354
9140,20/2/2023,266,33704-289295
9141,3/2/2023,339,18711-194484
9142,23/2/2023,251,24447-237864
9143,16/2/2023,370,50912-276628
9144,11/2/2023,269,59595-293827
9145,12/2/2023,223,55429-289299
9146,9/2/2023,356,59043-293243
9147,26/2/2023,195,23182-228364
9148,1/2/2023,163,24447-237864
9149,17/2/2023,62,30791-102083
9150,24/2/2023,72,52356-281373
9151,24/2/2023,474,51670-278944
9152,25/2/2023,119,21406-211888
9153,6/2/2023,55,24235-220827
9154,5/2/2023,408,56366-290242
9155,14/2/2023,432,66161-300650
9156,7/2/2023,34,59788-294170
9157,26/2/2023,19,24146-235709
9158,3/2/2023,321,26449-236807
9159,17/2/2023,307,20060-202665
9160,26/2/2023,365,51670-278944
9161,3/2/2023,239,21262-204773
9162,7/2/2023,49,32356-152026
9163,27/2/2023,257,29561-254287
9164,22/2/2023,232,21878-215724
9165,17/2/2023,478,33731-80440
9166,27/2/2023,40,57077-291086
9167,11/2/2023,462,49880-271224
9168,4/2/2023,164,55668-289580
9169,14/2/2023,119,56638-290536
9170,7/2/2023,332,33705-12083
9171,14/2/2023,449,57077-291086
9172,10/2/2023,360,63997-298702
9173,23/2/2023,439,33752-97121
9174,10/2/2023,476,17561-183072
9175,16/2/2023,237,51674-278924
9176,22/2/2023,494,33708-197425
9177,7/2/2023,422,53249-284046
9178,24/2/2023,277,55578-289323
9179,23/2/2023,493,54073-286316
9180,20/2/2023,373,26661-239307
9181,27/2/2023,27,26019-243024
9182,23/2/2023,169,61174-295560
9183,19/2/2023,33,48536-263584
9184,7/2/2023,349,33754-97972
9185,6/2/2023,6,22393-220684
9186,12/2/2023,401,12984-155644
9187,14/2/2023,267,49375-268164
9188,19/2/2023,422,26449-236807
9189,2/2/2023,271,18046-188445
9190,5/2/2023,33,30942-103786
9191,14/2/2023,6,8011-150274
9192,17/2/2023,272,33719-238366
9193,1/2/2023,135,55684-289539
9194,7/2/2023,40,23755-233148
9195,12/2/2023,367,49620-270144
9196,20/2/2023,298,33743-95068
9197,10/2/2023,312,48733-264826
9198,5/2/2023,2,58396-292575
9199,16/2/2023,54,57784-291908
9200,14/2/2023,276,47429-258009
9201,21/2/2023,375,63956-298657
9202,2/2/2023,306,61996-296502
9203,6/2/2023,119,59638-293877
9204,27/2/2023,489,56422-290314
9205,7/2/2023,438,2046-141768
9206,25/2/2023,266,18775-255865
9207,9/2/2023,312,27916-248931
9208,7/2/2023,244,20662-207465
9209,7/2/2023,316,52793-283105
9210,26/2/2023,4,32430-133730
9211,15/2/2023,496,31109-103519
9212,13/2/2023,18,32546-136497
9213,13/2/2023,255,24234-234344
9214,16/2/2023,179,31987-123584
9215,10/2/2023,257,16387-163825
9216,8/2/2023,237,47429-258009
9217,16/2/2023,492,59595-293827
9218,25/2/2023,103,33750-296321
9219,19/2/2023,105,21432-211884
9220,2/2/2023,102,19175-188465
9221,26/2/2023,406,27571-239306
9222,14/2/2023,71,63132-297747
9223,24/2/2023,29,26559-244388
9224,6/2/2023,498,61996-296502
9225,6/2/2023,120,33717-30504
9226,26/2/2023,148,47713-259385
9227,6/2/2023,437,47915-260265
9228,7/2/2023,4,1135-152684
9229,24/2/2023,434,30797-100558
9230,8/2/2023,243,31879-121687
9231,6/2/2023,396,18525-188425
9232,12/2/2023,273,54043-286297
9233,2/2/2023,189,58395-292576
9234,23/2/2023,221,16540-168264
9235,7/2/2023,29,31820-123524
9236,6/2/2023,451,18711-194484
9237,5/2/2023,303,25570-241248
9238,13/2/2023,479,32431-134825
9239,21/2/2023,451,25741-242172
9240,22/2/2023,289,59638-293877
9241,2/2/2023,498,55682-289581
9242,12/2/2023,484,15289-156384
9243,27/2/2023,39,24234-234344
9244,24/2/2023,215,54131-286391
9245,24/2/2023,97,33758-99602
9246,22/2/2023,477,62544-297025
9247,25/2/2023,337,25906-242707
9248,6/2/2023,376,62089-296668
9249,6/2/2023,136,60170-294182
9250,24/2/2023,79,56130-290067
9251,20/2/2023,436,30941-103081
9252,23/2/2023,291,51605-278707
9253,17/2/2023,6,54791-288503
9254,9/2/2023,324,65729-299194
9255,6/2/2023,15,53429-285589
9256,7/2/2023,241,1967-136510
9257,4/2/2023,147,53795-286015
9258,23/2/2023,488,30714-101101
9259,10/2/2023,101,3152-136561
9260,18/2/2023,466,1526-135685
9261,2/2/2023,222,57077-291086
9262,19/2/2023,45,50094-272708
9263,26/2/2023,394,49914-271624
9264,21/2/2023,70,50564-275104
9265,4/2/2023,182,57077-291086
9266,8/2/2023,87,17707-182486
9267,10/2/2023,89,51613-278946
9268,23/2/2023,494,53427-285587
9269,17/2/2023,497,33707-256557
9270,8/2/2023,262,1135-152684
9271,22/2/2023,89,33743-95068
9272,22/2/2023,64,55684-289539
9273,22/2/2023,273,33762-100218
9274,14/2/2023,214,29616-254324
9275,25/2/2023,82,53429-285589
9276,11/2/2023,284,48285-262144
9277,26/2/2023,281,33710-13646
9278,21/2/2023,154,56313-290069
9279,18/2/2023,98,31556-115744
9280,18/2/2023,462,62607-297105
9281,22/2/2023,148,56031-289921
9282,1/2/2023,416,33719-238366
9283,7/2/2023,464,33743-95068
9284,8/2/2023,492,24234-234344
9285,10/2/2023,358,33738-107023
9286,12/2/2023,432,49375-268164
9287,1/2/2023,362,22393-220684
9288,10/2/2023,485,56961-290944
9289,3/2/2023,384,30768-100362
9290,22/2/2023,129,33764-100862
9291,20/2/2023,103,58670-292928
9292,7/2/2023,413,50101-272644
9293,25/2/2023,88,48239-254286
9294,15/2/2023,354,23818-233150
9295,5/2/2023,5,26227-243904
9296,1/2/2023,411,28839-251146
9297,23/2/2023,468,55684-289539
9298,12/2/2023,352,23818-233150
9299,16/2/2023,114,33740-256334
9300,10/2/2023,267,33741-253264
9301,6/2/2023,60,58668-292929
9302,6/2/2023,342,16387-163825
9303,7/2/2023,376,56131-290068
9304,25/2/2023,41,52793-283105
9305,4/2/2023,436,60549-294852
9306,22/2/2023,170,50062-272467
9307,16/2/2023,196,27571-239306
9308,13/2/2023,228,21808-215325
9309,26/2/2023,147,33755-99308
9310,18/2/2023,30,21262-204773
9311,1/2/2023,395,63132-297747
9312,21/2/2023,422,31819-120544
9313,25/2/2023,13,48465-263245
9314,16/2/2023,398,56366-290242
9315,19/2/2023,286,33759-97834
9316,20/2/2023,79,52772-282791
9317,21/2/2023,451,52819-283106
9318,27/2/2023,496,49018-266307
9319,23/2/2023,64,1488-142949
9320,3/2/2023,234,49375-268164
9321,13/2/2023,79,27424-247528
9322,1/2/2023,290,31987-123584
9323,20/2/2023,395,33741-253264
9324,13/2/2023,308,33762-100218
9325,4/2/2023,353,66543-301122
9326,2/2/2023,286,60453-294716
9327,15/2/2023,498,57078-291087
9328,9/2/2023,315,52772-282791
9329,16/2/2023,338,12984-155644
9330,8/2/2023,357,30887-102551
9331,14/2/2023,260,33752-97121
9332,17/2/2023,370,20245-200745
9333,1/2/2023,181,33752-97121
9334,17/2/2023,165,30675-101029
9335,24/2/2023,367,57078-291087
9336,3/2/2023,121,55429-289299
9337,23/2/2023,57,63132-297747
9338,20/2/2023,282,53627-282789
9339,19/2/2023,48,16681-168584
9340,4/2/2023,345,66543-301122
9341,25/2/2023,376,8011-150274
9342,20/2/2023,401,33721-44759
9343,7/2/2023,445,50101-272644
9344,27/2/2023,229,58668-292929
9345,22/2/2023,261,8011-150274
9346,4/2/2023,297,59043-293243
9347,24/2/2023,306,53397-285571
