id_order,order_date,id_customer,id_branch
4001,18/2/2023,94,3155-145084
4002,19/2/2023,21,53428-285588
4003,2/2/2023,384,15495-157924
4004,7/2/2023,73,49018-266307
4005,6/2/2023,203,59295-293528
4006,12/2/2023,373,53532-285712
4007,4/2/2023,450,52772-282791
4008,16/2/2023,249,24264-236806
4009,3/2/2023,69,23396-229764
4010,13/2/2023,294,53428-285588
4011,16/2/2023,150,22405-214064
4012,17/2/2023,210,54043-286297
4013,5/2/2023,247,29995-256329
4014,25/2/2023,449,23818-233150
4015,8/2/2023,74,18294-188424
4016,16/2/2023,323,56031-289921
4017,23/2/2023,191,56313-290069
4018,21/2/2023,242,48285-262144
4019,25/2/2023,292,2046-141768
4020,7/2/2023,466,57557-291686
4021,22/2/2023,171,30887-102551
4022,27/2/2023,326,54309-286585
4023,5/2/2023,473,51670-278944
4024,6/2/2023,347,33761-285878
4025,14/2/2023,291,22137-218144
4026,23/2/2023,260,59841-293990
4027,6/2/2023,480,17561-183072
4028,7/2/2023,205,65471-299861
4029,21/2/2023,429,33742-95037
4030,14/2/2023,352,53397-285571
4031,20/2/2023,342,2037-136505
4032,7/2/2023,19,62970-297569
4033,15/2/2023,496,48239-254286
4034,14/2/2023,139,22405-214064
4035,26/2/2023,153,24447-237864
4036,15/2/2023,321,25740-242173
4037,16/2/2023,65,52819-283106
4038,21/2/2023,192,55429-289299
4039,14/2/2023,307,18432-188444
4040,23/2/2023,252,53428-285588
4041,2/2/2023,358,27193-246870
4042,4/2/2023,182,65729-299194
4043,11/2/2023,409,15610-163350
4044,23/2/2023,272,30703-98237
4045,25/2/2023,407,6144-297244
4046,7/2/2023,253,59557-293767
4047,22/2/2023,337,30887-102551
4048,20/2/2023,193,47521-249024
4049,2/2/2023,86,32102-130344
4050,25/2/2023,134,66085-300541
4051,3/2/2023,304,26227-243904
4052,21/2/2023,414,21813-215327
4053,12/2/2023,352,59788-294170
4054,25/2/2023,151,27079-246487
4055,6/2/2023,415,53249-284046
4056,16/2/2023,100,61529-296030
4057,7/2/2023,419,54131-286391
4058,6/2/2023,255,31579-113088
4059,8/2/2023,48,57784-291908
4060,14/2/2023,109,33756-98549
4061,3/2/2023,282,50564-275104
4062,9/2/2023,248,32197-132684
4063,12/2/2023,55,18711-194484
4064,22/2/2023,39,31627-114005
4065,27/2/2023,400,58668-292929
4066,25/2/2023,198,18432-188444
4067,15/2/2023,309,58669-292939
4068,22/2/2023,150,26451-230784
4069,13/2/2023,420,49881-270792
4070,17/2/2023,51,58148-292274
4071,20/2/2023,172,47713-259385
4072,7/2/2023,295,63086-297570
4073,10/2/2023,457,21907-216326
