id_order,order_date,id_customer,id_branch
9001,28/2/2023,14,63198-297844
9002,28/2/2023,280,24235-220827
9003,28/2/2023,77,33727-76860
9004,28/2/2023,12,55426-289298
9005,28/2/2023,490,47713-259385
9006,28/2/2023,429,32103-131326
9007,28/2/2023,463,54309-286585
9008,28/2/2023,382,63201-297842
9009,28/2/2023,352,54309-286585
9010,28/2/2023,370,52793-283105
9011,28/2/2023,394,33713-146284
9012,28/2/2023,246,33708-197425
9013,28/2/2023,304,33761-285878
9014,28/2/2023,166,50912-276628
9015,28/2/2023,17,33717-30504
9016,28/2/2023,276,52794-283109
9017,28/2/2023,468,6144-297244
9018,28/2/2023,439,24234-234344
9019,28/2/2023,209,18775-255865
9020,28/2/2023,440,49914-271624
9021,28/2/2023,211,65502-299926
9022,28/2/2023,460,26450-240784
9023,28/2/2023,498,50062-272467
9024,28/2/2023,405,15495-157924
9025,28/2/2023,5,30768-100362
9026,28/2/2023,476,17012-169624
9027,28/2/2023,351,29561-254287
9028,28/2/2023,83,25169-239488
9029,28/2/2023,285,54072-286315
9030,28/2/2023,397,33737-87883
9031,28/2/2023,101,53427-285587
9032,28/2/2023,164,57222-291280
9033,28/2/2023,231,17561-183072
9034,28/2/2023,362,21903-216325
9035,28/2/2023,275,33738-107023
9036,28/2/2023,372,66147-300652
9037,28/2/2023,282,58670-292928
9038,28/2/2023,290,32668-137246
9039,28/2/2023,50,50912-276628
9040,28/2/2023,102,56961-290944
9041,28/2/2023,461,30791-102083
9042,28/2/2023,127,21111-209424
9043,28/2/2023,303,31987-123584
9044,28/2/2023,10,55683-289541
9045,28/2/2023,237,60865-295235
9046,28/2/2023,169,22405-214064
9047,28/2/2023,256,33707-256557
9048,28/2/2023,409,15170-158244
9049,28/2/2023,280,52792-282946
9050,28/2/2023,218,66543-301122
9051,28/2/2023,284,33724-54539
9052,28/2/2023,216,55578-289323
9053,28/2/2023,309,55675-285763
9054,28/2/2023,369,30819-102783
9055,28/2/2023,477,3154-296670
