id_order,order_date,id_customer,id_branch
8001,26/2/2023,381,1526-135685
8002,4/2/2023,361,33729-79003
8003,27/2/2023,36,16496-171973
8004,15/2/2023,310,60170-294182
8005,8/2/2023,468,29041-252084
8006,11/2/2023,498,16540-168264
8007,15/2/2023,499,25905-242705
8008,14/2/2023,195,20815-207466
8009,10/2/2023,268,16681-168584
8010,22/2/2023,94,18229-181873
8011,8/2/2023,349,1488-142949
8012,8/2/2023,228,33758-99602
8013,10/2/2023,329,26450-240784
8014,11/2/2023,181,33715-29356
8015,2/2/2023,274,60170-294182
8016,27/2/2023,273,33764-100862
8017,12/2/2023,267,52356-281373
8018,22/2/2023,323,53427-285587
8019,4/2/2023,227,18782-188447
8020,18/2/2023,119,15289-156384
8021,3/2/2023,242,33754-97972
8022,19/2/2023,202,32022-129646
8023,23/2/2023,495,31445-107044
8024,6/2/2023,79,55429-289299
8025,27/2/2023,16,33721-44759
8026,20/2/2023,37,33755-99308
8027,25/2/2023,249,56131-290068
8028,11/2/2023,48,32546-136497
8029,8/2/2023,430,63997-298702
8030,9/2/2023,315,61529-296030
8031,5/2/2023,428,28738-250876
8032,2/2/2023,263,56961-290944
8033,3/2/2023,78,32038-129624
8034,17/2/2023,85,33759-97834
8035,18/2/2023,218,56131-290068
8036,11/2/2023,167,58371-292546
8037,27/2/2023,91,54792-288504
8038,20/2/2023,176,32546-136497
8039,16/2/2023,379,21262-204773
8040,7/2/2023,128,29616-254324
8041,19/2/2023,250,30919-103327
8042,26/2/2023,326,9198-152606
8043,27/2/2023,206,57557-291686
8044,24/2/2023,398,51674-278924
8045,16/2/2023,368,57226-291279
8046,18/2/2023,190,51613-278946
8047,21/2/2023,362,65471-299861
8048,24/2/2023,36,52793-283105
8049,15/2/2023,226,26227-243904
8050,13/2/2023,196,55683-289541
8051,13/2/2023,498,29616-254324
8052,16/2/2023,259,53249-284046
8053,25/2/2023,129,1967-136510
8054,24/2/2023,350,50911-276527
8055,14/2/2023,393,29616-254324
8056,22/2/2023,92,49880-271224
8057,21/2/2023,317,27571-239306
8058,19/2/2023,292,26764-245184
8059,10/2/2023,355,16866-169626
8060,14/2/2023,21,33730-78939
8061,9/2/2023,301,58522-292723
8062,2/2/2023,50,33758-99602
8063,7/2/2023,96,33723-58139
8064,13/2/2023,394,60170-294182
8065,24/2/2023,311,21813-215327
8066,23/2/2023,46,26450-240784
8067,19/2/2023,481,31110-102325
8068,14/2/2023,316,63086-297570
8069,1/2/2023,452,49440-268886
8070,12/2/2023,267,30622-299178
8071,8/2/2023,357,53428-285588
8072,14/2/2023,41,30819-102783
8073,25/2/2023,231,66161-300650
8074,8/2/2023,469,56020-289543
8075,23/2/2023,231,66543-301122
8076,10/2/2023,402,20069-202164
8077,10/2/2023,156,33713-146284
8078,24/2/2023,233,33721-44759
8079,7/2/2023,192,61303-295737
8080,12/2/2023,299,30768-100362
8081,6/2/2023,161,54792-288504
8082,21/2/2023,110,31909-124465
8083,19/2/2023,222,56943-290943
8084,24/2/2023,462,22334-218964
8085,16/2/2023,19,33731-80440
8086,15/2/2023,132,66848-301496
8087,16/2/2023,491,57223-291275
8088,8/2/2023,265,31110-102325
8089,15/2/2023,446,33704-289295
8090,10/2/2023,376,53427-285587
8091,14/2/2023,252,22405-214064
8092,2/2/2023,499,1967-136510
8093,10/2/2023,29,48751-264825
8094,19/2/2023,294,32197-132684
8095,27/2/2023,345,31110-102325
8096,3/2/2023,37,33761-285878
8097,3/2/2023,12,25741-242172
8098,21/2/2023,6,17707-182486
8099,16/2/2023,218,49440-268886
8100,8/2/2023,132,66085-300541
8101,9/2/2023,23,1959-143984
8102,17/2/2023,78,56487-290438
