id_branch,id_ingredient,quantity
49881-270792,1,49
49881-270792,2,299
49881-270792,3,21
49881-270792,4,222
49881-270792,5,16
49881-270792,6,206
49881-270792,7,221
49881-270792,8,296
49881-270792,9,59
49881-270792,10,90
49881-270792,11,232
49881-270792,12,46
49881-270792,13,271
49881-270792,14,19
49881-270792,15,146
49881-270792,16,282
49881-270792,17,150
49881-270792,18,78
49881-270792,19,275
49881-270792,20,236
49881-270792,21,37
49881-270792,22,126
49881-270792,23,274
49881-270792,24,185
49881-270792,25,67
49881-270792,26,263
33763-98009,1,70
33763-98009,2,35
33763-98009,3,134
33763-98009,4,65
33763-98009,5,35
33763-98009,6,37
33763-98009,7,193
33763-98009,8,79
33763-98009,9,226
33763-98009,10,33
33763-98009,11,220
33763-98009,12,170
33763-98009,13,197
33763-98009,14,189
33763-98009,15,179
33763-98009,16,294
33763-98009,17,49
33763-98009,18,38
33763-98009,19,287
33763-98009,20,277
33763-98009,21,293
33763-98009,22,85
33763-98009,23,237
33763-98009,24,180
33763-98009,25,238
33763-98009,26,91
33726-68941,1,261
33726-68941,2,230
33726-68941,3,126
33726-68941,4,197
33726-68941,5,162
33726-68941,6,213
33726-68941,7,67
33726-68941,8,170
33726-68941,9,278
33726-68941,10,21
33726-68941,11,102
33726-68941,12,186
33726-68941,13,231
33726-68941,14,120
33726-68941,15,120
33726-68941,16,169
33726-68941,17,174
33726-68941,18,280
33726-68941,19,109
33726-68941,20,146
33726-68941,21,197
33726-68941,22,247
33726-68941,23,148
33726-68941,24,147
33726-68941,25,65
33726-68941,26,185
33729-79003,1,124
33729-79003,2,44
33729-79003,3,83
33729-79003,4,212
33729-79003,5,145
33729-79003,6,109
33729-79003,7,108
33729-79003,8,293
33729-79003,9,238
33729-79003,10,150
33729-79003,11,47
33729-79003,12,125
33729-79003,13,32
33729-79003,14,72
33729-79003,15,226
33729-79003,16,100
33729-79003,17,283
33729-79003,18,85
33729-79003,19,283
33729-79003,20,183
33729-79003,21,299
33729-79003,22,291
33729-79003,23,48
33729-79003,24,180
33729-79003,25,37
33729-79003,26,293
52794-283109,1,261
52794-283109,2,281
52794-283109,3,201
52794-283109,4,298
52794-283109,5,167
52794-283109,6,121
52794-283109,7,293
52794-283109,8,170
