id_branch,id_ingredient,quantity
31579-113088,1,204
31579-113088,2,43
31579-113088,3,167
31579-113088,4,128
31579-113088,5,65
31579-113088,6,68
31579-113088,7,241
31579-113088,8,289
31579-113088,9,35
31579-113088,10,290
31579-113088,11,57
31579-113088,12,282
31579-113088,13,214
31579-113088,14,273
31579-113088,15,138
31579-113088,16,127
31579-113088,17,236
31579-113088,18,62
31579-113088,19,169
31579-113088,20,76
31579-113088,21,208
31579-113088,22,78
31579-113088,23,103
31579-113088,24,293
31579-113088,25,223
31579-113088,26,67
6144-297244,1,244
6144-297244,2,143
6144-297244,3,125
6144-297244,4,285
6144-297244,5,200
6144-297244,6,268
6144-297244,7,58
6144-297244,8,281
6144-297244,9,21
6144-297244,10,90
6144-297244,11,147
6144-297244,12,193
6144-297244,13,142
6144-297244,14,260
6144-297244,15,166
6144-297244,16,119
6144-297244,17,59
6144-297244,18,98
6144-297244,19,176
6144-297244,20,176
6144-297244,21,262
6144-297244,22,85
6144-297244,23,272
6144-297244,24,264
6144-297244,25,165
6144-297244,26,115
26450-240784,1,41
26450-240784,2,109
26450-240784,3,53
26450-240784,4,115
26450-240784,5,48
26450-240784,6,246
26450-240784,7,256
26450-240784,8,267
26450-240784,9,29
26450-240784,10,198
26450-240784,11,64
26450-240784,12,295
26450-240784,13,120
26450-240784,14,135
26450-240784,15,213
26450-240784,16,183
26450-240784,17,132
26450-240784,18,103
26450-240784,19,129
26450-240784,20,48
26450-240784,21,234
26450-240784,22,132
26450-240784,23,299
26450-240784,24,278
26450-240784,25,131
26450-240784,26,183
21254-210349,1,131
21254-210349,2,157
21254-210349,3,287
21254-210349,4,209
21254-210349,5,65
21254-210349,6,148
21254-210349,7,209
21254-210349,8,175
21254-210349,9,215
21254-210349,10,65
21254-210349,11,95
21254-210349,12,41
21254-210349,13,61
21254-210349,14,113
21254-210349,15,141
21254-210349,16,138
21254-210349,17,167
21254-210349,18,42
21254-210349,19,285
21254-210349,20,67
21254-210349,21,215
21254-210349,22,290
21254-210349,23,160
21254-210349,24,165
21254-210349,25,275
21254-210349,26,251
31819-120544,1,122
31819-120544,2,67
31819-120544,3,160
31819-120544,4,89
31819-120544,5,248
31819-120544,6,225
31819-120544,7,175
31819-120544,8,166
31819-120544,9,108
31819-120544,10,172
31819-120544,11,64
31819-120544,12,125
31819-120544,13,272
31819-120544,14,104
31819-120544,15,87
31819-120544,16,24
31819-120544,17,48
31819-120544,18,203
31819-120544,19,129
31819-120544,20,24
31819-120544,21,40
31819-120544,22,282
31819-120544,23,116
31819-120544,24,136
31819-120544,25,58
31819-120544,26,58
18711-194484,1,39
18711-194484,2,213
18711-194484,3,161
18711-194484,4,43
18711-194484,5,275
18711-194484,6,51
18711-194484,7,53
18711-194484,8,211
18711-194484,9,169
18711-194484,10,169
18711-194484,11,272
18711-194484,12,249
18711-194484,13,74
18711-194484,14,173
18711-194484,15,88
18711-194484,16,171
18711-194484,17,34
18711-194484,18,210
18711-194484,19,189
18711-194484,20,217
18711-194484,21,225
18711-194484,22,103
18711-194484,23,75
18711-194484,24,287
18711-194484,25,84
18711-194484,26,32
17012-169624,1,187
17012-169624,2,57
17012-169624,3,182
17012-169624,4,242
17012-169624,5,283
17012-169624,6,253
17012-169624,7,168
17012-169624,8,181
17012-169624,9,81
17012-169624,10,213
17012-169624,11,206
17012-169624,12,294
17012-169624,13,97
17012-169624,14,67
17012-169624,15,293
17012-169624,16,115
17012-169624,17,252
17012-169624,18,177
17012-169624,19,111
17012-169624,20,148
17012-169624,21,77
17012-169624,22,20
17012-169624,23,130
17012-169624,24,214
17012-169624,25,230
17012-169624,26,169
19175-188465,1,144
19175-188465,2,48
19175-188465,3,61
19175-188465,4,292
19175-188465,5,55
19175-188465,6,269
19175-188465,7,290
19175-188465,8,205
19175-188465,9,72
19175-188465,10,237
19175-188465,11,80
19175-188465,12,83
19175-188465,13,56
19175-188465,14,245
19175-188465,15,138
19175-188465,16,77
19175-188465,17,96
19175-188465,18,52
19175-188465,19,230
19175-188465,20,300
19175-188465,21,205
19175-188465,22,160
19175-188465,23,85
19175-188465,24,158
19175-188465,25,293
19175-188465,26,244
