id_branch,id_ingredient,quantity
33728-152607,1,214
33728-152607,2,226
33728-152607,3,62
33728-152607,4,142
33728-152607,5,284
33728-152607,6,83
33728-152607,7,93
33728-152607,8,224
33728-152607,9,71
33728-152607,10,78
33728-152607,11,277
33728-152607,12,220
33728-152607,13,112
33728-152607,14,160
33728-152607,15,229
33728-152607,16,185
33728-152607,17,55
33728-152607,18,180
33728-152607,19,222
33728-152607,20,65
33728-152607,21,234
33728-152607,22,242
33728-152607,23,141
33728-152607,24,267
33728-152607,25,32
33728-152607,26,277
65502-299926,1,18
65502-299926,2,297
65502-299926,3,252
65502-299926,4,167
65502-299926,5,236
65502-299926,6,166
65502-299926,7,188
65502-299926,8,183
65502-299926,9,184
65502-299926,10,242
65502-299926,11,271
65502-299926,12,176
65502-299926,13,290
65502-299926,14,238
65502-299926,15,143
65502-299926,16,144
65502-299926,17,57
65502-299926,18,75
65502-299926,19,81
65502-299926,20,243
65502-299926,21,245
65502-299926,22,159
65502-299926,23,199
65502-299926,24,24
65502-299926,25,128
65502-299926,26,73
30942-103786,1,154
30942-103786,2,81
30942-103786,3,282
30942-103786,4,69
30942-103786,5,100
30942-103786,6,134
30942-103786,7,100
30942-103786,8,212
30942-103786,9,69
30942-103786,10,48
30942-103786,11,281
30942-103786,12,15
30942-103786,13,242
30942-103786,14,128
30942-103786,15,119
30942-103786,16,199
30942-103786,17,67
30942-103786,18,249
30942-103786,19,32
30942-103786,20,84
30942-103786,21,283
30942-103786,22,62
30942-103786,23,166
30942-103786,24,161
30942-103786,25,81
30942-103786,26,175
60865-295235,1,260
60865-295235,2,109
60865-295235,3,153
60865-295235,4,56
60865-295235,5,258
60865-295235,6,193
60865-295235,7,251
60865-295235,8,43
60865-295235,9,44
60865-295235,10,206
60865-295235,11,132
60865-295235,12,153
60865-295235,13,169
60865-295235,14,31
60865-295235,15,258
60865-295235,16,140
60865-295235,17,173
60865-295235,18,260
60865-295235,19,108
60865-295235,20,198
60865-295235,21,66
60865-295235,22,258
60865-295235,23,52
60865-295235,24,83
60865-295235,25,232
60865-295235,26,61
26661-239307,1,239
26661-239307,2,84
26661-239307,3,37
26661-239307,4,156
26661-239307,5,288
26661-239307,6,141
26661-239307,7,270
26661-239307,8,159
26661-239307,9,189
26661-239307,10,31
26661-239307,11,241
26661-239307,12,217
26661-239307,13,94
26661-239307,14,29
26661-239307,15,37
26661-239307,16,79
26661-239307,17,152
26661-239307,18,166
26661-239307,19,293
26661-239307,20,112
26661-239307,21,78
26661-239307,22,198
26661-239307,23,91
26661-239307,24,84
26661-239307,25,111
26661-239307,26,141
62607-297105,1,238
62607-297105,2,168
62607-297105,3,194
62607-297105,4,96
62607-297105,5,77
62607-297105,6,71
62607-297105,7,104
62607-297105,8,72
62607-297105,9,259
62607-297105,10,273
62607-297105,11,48
62607-297105,12,192
62607-297105,13,55
62607-297105,14,127
62607-297105,15,153
62607-297105,16,218
62607-297105,17,278
62607-297105,18,282
62607-297105,19,242
62607-297105,20,188
62607-297105,21,105
62607-297105,22,193
62607-297105,23,214
62607-297105,24,16
62607-297105,25,193
