id_branch,id_ingredient,quantity
61916-296425,1,271
61916-296425,2,156
61916-296425,3,67
61916-296425,4,84
61916-296425,5,160
61916-296425,6,187
61916-296425,7,132
61916-296425,8,112
61916-296425,9,140
61916-296425,10,87
61916-296425,11,71
61916-296425,12,68
61916-296425,13,31
61916-296425,14,159
61916-296425,15,287
61916-296425,16,39
61916-296425,17,170
61916-296425,18,29
61916-296425,19,283
61916-296425,20,150
61916-296425,21,98
61916-296425,22,145
61916-296425,23,223
61916-296425,24,49
61916-296425,25,161
61916-296425,26,36
55427-289297,1,192
55427-289297,2,166
55427-289297,3,257
55427-289297,4,99
55427-289297,5,110
55427-289297,6,296
55427-289297,7,43
55427-289297,8,66
55427-289297,9,220
55427-289297,10,256
55427-289297,11,202
55427-289297,12,167
55427-289297,13,212
55427-289297,14,40
55427-289297,15,65
55427-289297,16,124
55427-289297,17,193
55427-289297,18,158
55427-289297,19,166
55427-289297,20,261
55427-289297,21,137
55427-289297,22,290
55427-289297,23,264
55427-289297,24,118
55427-289297,25,105
55427-289297,26,205
24081-232246,1,143
24081-232246,2,47
24081-232246,3,241
24081-232246,4,280
24081-232246,5,87
24081-232246,6,15
24081-232246,7,162
24081-232246,8,166
24081-232246,9,196
24081-232246,10,146
24081-232246,11,266
24081-232246,12,26
24081-232246,13,201
24081-232246,14,263
24081-232246,15,265
24081-232246,16,173
24081-232246,17,56
24081-232246,18,252
24081-232246,19,72
24081-232246,20,175
24081-232246,21,279
24081-232246,22,191
24081-232246,23,259
24081-232246,24,180
24081-232246,25,274
24081-232246,26,241
58148-292274,1,293
58148-292274,2,38
58148-292274,3,46
58148-292274,4,127
58148-292274,5,236
58148-292274,6,209
58148-292274,7,171
58148-292274,8,220
58148-292274,9,139
58148-292274,10,85
58148-292274,11,259
58148-292274,12,298
58148-292274,13,262
58148-292274,14,144
58148-292274,15,277
58148-292274,16,142
58148-292274,17,283
58148-292274,18,107
58148-292274,19,139
58148-292274,20,92
58148-292274,21,163
58148-292274,22,234
58148-292274,23,258
58148-292274,24,170
58148-292274,25,214
58148-292274,26,268
15289-156384,1,72
15289-156384,2,103
15289-156384,3,119
15289-156384,4,81
15289-156384,5,27
15289-156384,6,144
15289-156384,7,113
15289-156384,8,164
15289-156384,9,192
15289-156384,10,253
15289-156384,11,240
15289-156384,12,235
15289-156384,13,63
15289-156384,14,72
15289-156384,15,64
15289-156384,16,30
15289-156384,17,31
15289-156384,18,90
15289-156384,19,18
15289-156384,20,138
15289-156384,21,141
15289-156384,22,98
15289-156384,23,185
15289-156384,24,29
15289-156384,25,114
15289-156384,26,151
15337-156229,1,278
15337-156229,2,209
15337-156229,3,238
15337-156229,4,185
15337-156229,5,274
15337-156229,6,219
15337-156229,7,177
15337-156229,8,70
15337-156229,9,54
15337-156229,10,287
15337-156229,11,22
15337-156229,12,56
15337-156229,13,233
15337-156229,14,157
15337-156229,15,138
15337-156229,16,274
15337-156229,17,260
15337-156229,18,221
15337-156229,19,280
15337-156229,20,209
15337-156229,21,135
15337-156229,22,63
15337-156229,23,187
15337-156229,24,250
15337-156229,25,184
15337-156229,26,128
26449-236807,1,181
26449-236807,2,172
26449-236807,3,240
26449-236807,4,25
26449-236807,5,236
26449-236807,6,229
26449-236807,7,207
26449-236807,8,217
26449-236807,9,271
26449-236807,10,46
26449-236807,11,264
26449-236807,12,80
26449-236807,13,188
26449-236807,14,37
26449-236807,15,26
26449-236807,16,204
26449-236807,17,36
26449-236807,18,146
26449-236807,19,80
26449-236807,20,110
26449-236807,21,53
26449-236807,22,206
26449-236807,23,24
26449-236807,24,21
26449-236807,25,80
26449-236807,26,117
55683-289541,1,260
55683-289541,2,261
55683-289541,3,243
55683-289541,4,247
55683-289541,5,209
55683-289541,6,89
55683-289541,7,15
55683-289541,8,258
55683-289541,9,29
55683-289541,10,137
55683-289541,11,150
55683-289541,12,139
55683-289541,13,115
55683-289541,14,44
55683-289541,15,281
55683-289541,16,63
55683-289541,17,284
55683-289541,18,90
55683-289541,19,100
55683-289541,20,202
55683-289541,21,118
55683-289541,22,228
55683-289541,23,293
55683-289541,24,85
55683-289541,25,268
55683-289541,26,291
58396-292575,1,52
58396-292575,2,98
58396-292575,3,131
58396-292575,4,77
58396-292575,5,168
58396-292575,6,144
58396-292575,7,225
58396-292575,8,159
58396-292575,9,54
58396-292575,10,219
58396-292575,11,263
58396-292575,12,164
58396-292575,13,201
58396-292575,14,295
58396-292575,15,176
58396-292575,16,104
58396-292575,17,173
58396-292575,18,273
58396-292575,19,78
58396-292575,20,59
58396-292575,21,253
58396-292575,22,230
58396-292575,23,100
58396-292575,24,290
58396-292575,25,191
58396-292575,26,298
24264-236806,1,85
24264-236806,2,81
24264-236806,3,36
24264-236806,4,204
24264-236806,5,64
24264-236806,6,271
24264-236806,7,223
24264-236806,8,118
24264-236806,9,232
24264-236806,10,256
24264-236806,11,282
24264-236806,12,192
24264-236806,13,229
24264-236806,14,20
24264-236806,15,257
24264-236806,16,233
24264-236806,17,297
24264-236806,18,185
24264-236806,19,237
24264-236806,20,171
24264-236806,21,212
24264-236806,22,220
24264-236806,23,54
24264-236806,24,89
24264-236806,25,216
24264-236806,26,40
22328-202165,1,105
22328-202165,2,112
22328-202165,3,291
22328-202165,4,91
22328-202165,5,279
22328-202165,6,254
22328-202165,7,147
22328-202165,8,102
22328-202165,9,224
22328-202165,10,231
22328-202165,11,204
22328-202165,12,185
22328-202165,13,242
22328-202165,14,207
22328-202165,15,34
22328-202165,16,203
22328-202165,17,54
22328-202165,18,200
22328-202165,19,259
22328-202165,20,75
22328-202165,21,262
22328-202165,22,208
22328-202165,23,221
22328-202165,24,15
22328-202165,25,133
22328-202165,26,223
65657-300136,1,177
65657-300136,2,167
65657-300136,3,70
65657-300136,4,129
65657-300136,5,176
65657-300136,6,296
65657-300136,7,299
65657-300136,8,157
65657-300136,9,47
65657-300136,10,204
65657-300136,11,19
65657-300136,12,189
65657-300136,13,137
65657-300136,14,275
65657-300136,15,82
65657-300136,16,284
65657-300136,17,220
65657-300136,18,100
65657-300136,19,254
65657-300136,20,93
65657-300136,21,181
65657-300136,22,235
65657-300136,23,238
65657-300136,24,156
65657-300136,25,139
65657-300136,26,140
16496-171973,1,157
16496-171973,2,191
16496-171973,3,281
16496-171973,4,136
16496-171973,5,165
16496-171973,6,238
16496-171973,7,33
16496-171973,8,95
16496-171973,9,19
16496-171973,10,171
16496-171973,11,151
16496-171973,12,280
16496-171973,13,241
16496-171973,14,44
16496-171973,15,273
16496-171973,16,45
16496-171973,17,135
16496-171973,18,141
16496-171973,19,106
16496-171973,20,127
16496-171973,21,47
16496-171973,22,251
16496-171973,23,258
